"speaker","token","diortri","focus_condition","focus_no","citation_tone","sandhi_tone","sandhi_tone_var","syllable_no","citation_no","ind_no","sync_tone1","sync_tone2","sync_tone3","hist_tone1","hist_tone2","hist_tone3","syntax","time","f0","norm_f0"
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","1",297.126137621713,0.223042448316958
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","2",348.556780890881,0.863651351631199
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","3",373.955337952217,1.14588721303241
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","4",386.355884115787,1.2767925115111
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","5",394.45405973837,1.36003148719317
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","6",396.687092566671,1.38268374963735
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","7",392.416114489508,1.33924602441673
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","8",381.803657090415,1.22923196168215
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","9",363.895545330056,1.03646219240385
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",1,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","10",340.905152922736,0.774581509464046
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","11",307.834379572327,0.365113569059631
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","12",287.627755862356,0.0926705474043199
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","13",278.607970027983,-0.0351807075054039
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","14",273.066283933867,-0.115800766715242
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","15",269.03646694626,-0.175460459286603
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","16",265.775192434028,-0.224400144539488
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","17",264.617545065423,-0.241916700015362
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","18",264.772264069104,-0.23957118944368
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","19",261.665675105198,-0.28693110889982
"S1","青椒","di","ct",NA,"HH_HH","HMML","RFLL",2,"1","S1_1_ct","HH","HH",NA,"yinping","yinping",NA,"L","20",253.257306582701,-0.417993282780326
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","1",292.701769163184,0.162841488485405
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","2",330.953857580753,0.655703224552456
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","3",354.207898751116,0.928187508426656
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","4",366.418437397709,1.06418646000712
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","5",377.297176568736,1.18158749927153
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","6",385.877050021554,1.27181621670434
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","7",389.992849234735,1.31438964750467
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","8",382.502381226173,1.23656878185488
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","9",364.003453918514,1.03765193823461
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",1,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","10",335.948221410833,0.715806137860071
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","11",300.680834776111,0.270764163915039
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","12",277.787145412184,-0.0470202978951006
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","13",269.1462399024,-0.173823511126442
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","14",264.527243658017,-0.243286285987307
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","15",262.766346425639,-0.270087374462741
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","16",263.320832172585,-0.261628703541767
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","17",264.665404765065,-0.24119100963695
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","18",261.071379386345,-0.29605518295445
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","19",250.831998963263,-0.456606145191798
"S1","书包","di","ct",NA,"HH_HH","HMML","RFLL",2,"3","S1_3_ct","HH","HH",NA,"yinping","yinping",NA,"L","20",242.022580105317,-0.600070503502919
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","1",260.616343195209,-0.303055290826172
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","2",279.307669676296,-0.0251157337569516
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","3",299.092313153945,0.249508414239762
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","4",322.991348807714,0.557979654080239
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","5",344.735321429062,0.819414246255538
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","6",362.751469856612,1.02382644779887
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","7",372.011152907037,1.12497073487563
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","8",374.72304464356,1.15411663788437
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","9",374.754914025732,1.15445789685646
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,1,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","10",367.630911911539,1.07744259916594
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","11",330.119123309824,0.645569516997886
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","12",315.187727619949,0.459839990665064
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","13",303.742850329146,0.311421501177229
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","14",289.413598331859,0.117507991010396
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","15",272.325014162315,-0.12670857892366
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","16",255.023858286386,-0.390100401128832
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","17",241.187770975262,-0.613935529632532
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","18",231.853497804392,-0.772318014154685
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","19",223.180621458508,-0.925300280177581
"S1","樱花","di","ct",NA,"HH_HH","MHHL",NA,2,"9","S1_9_ct","HH","HH",NA,"yinping","yinping",NA,"L","20",213.258443747854,-1.10778542737193
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","1",303.949500757473,0.314150616297597
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","2",375.492882172326,1.16235199146942
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","3",408.996300101188,1.50530585690409
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","4",430.120527081267,1.70738405644793
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","5",446.239357482182,1.85501225370999
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","6",453.883387935592,1.92316767583132
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","7",453.780269395887,1.92225591462805
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","8",448.351510539028,1.87396058771763
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","9",434.086691965398,1.7442160497857
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",1,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","10",397.099015538387,1.38684843173323
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","11",285.954398795817,0.0692571992989584
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","12",238.054807081954,-0.666401230638479
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","13",215.589361853015,-1.06416424843918
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","14",199.580253066778,-1.37378230761936
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","15",184.516874094172,-1.68868287469431
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","16",173.987143934106,-1.92446856524655
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","17",167.905057187137,-2.06725223319363
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","18",165.024368572664,-2.13669456121128
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","19",163.730438789653,-2.1682816891
"S1","青菜","di","ct",NA,"HH_HL","HMML","RFLL",2,"11","S1_11_ct","HH","HL",NA,"yinping","yinqu",NA,"L","20",171.820375642245,-1.97475525192732
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","1",229.02002565737,-0.821659470031972
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","2",270.70162981674,-0.150700819497227
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","3",297.999967876075,0.234826311379476
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","4",323.567946592945,0.565136703635452
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","5",343.978903313108,0.810599854634792
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","6",361.222798183123,1.00688068854671
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","7",368.96075660666,1.09193178203787
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","8",374.754684822958,1.15445544264506
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","9",373.412330786903,1.14005624541386
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,1,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","10",339.043305684481,0.75260602613163
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","11",318.788074858586,0.505416984283466
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","12",323.460822488081,0.56380798533162
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","13",311.531626558921,0.413021294932915
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","14",298.460929437825,0.241028602117644
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","15",285.997750415715,0.0698654952613404
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","16",269.250533090993,-0.172268896312368
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","17",246.5656920256,-0.525444151245858
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","18",220.282028181169,-0.977757554031473
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","19",198.180017756498,-1.40203440637367
"S1","樱桃","di","ct",NA,"HH_RF","MHHL",NA,2,"17","S1_17_ct","HH","LHL",NA,"yinping","yangping",NA,"L","20",192.145933145506,-1.52611043042349
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","1",309.739392528576,0.389869528740518
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","2",360.749656709073,1.00162124556326
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","3",395.341475013915,1.36904889494065
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","4",423.42039748376,1.64438456063605
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","5",436.736011726333,1.76863209241721
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","6",436.275239085654,1.76439628523118
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","7",420.74335483262,1.61893388327293
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","8",384.416916066117,1.2566035264075
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","9",329.533653440192,0.638446588777918
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",1,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","10",277.359612596947,-0.0532009035024475
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","11",230.478525357202,-0.796185715743143
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","12",214.530094740659,-1.08392878235509
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","13",206.256526377459,-1.24174666459712
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","14",199.482489301004,-1.37574840962811
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","15",192.668919696148,-1.51520335639877
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","16",185.225441237644,-1.67330303940756
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","17",177.582992256231,-1.84238166978657
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","18",169.797203300516,-2.02228516777554
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","19",164.44083111387,-2.15090897470157
"S1","书房","di","ct",NA,"HH_RF","HMML","RFLL",2,"21","S1_21_ct","HH","LHL",NA,"yinping","yangping",NA,"L","20",164.491012309174,-2.1496846280851
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","1",364.731041442524,1.04566475772414
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","2",448.428280005969,1.87464761188199
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","3",489.373401819711,2.22526758091564
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","4",509.918317335511,2.3902898568179
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","5",516.864747474936,2.44458473963764
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","6",510.679290731236,2.39627375654125
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","7",491.271252479489,2.24079932446786
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","8",456.071745260944,1.94246816846149
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","9",395.7954310289,1.37365391447838
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",1,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","10",310.299779905698,0.397122878728404
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","11",236.804577484476,-0.687531014433142
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","12",220.913774795748,-0.966265936935125
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","13",213.293123383466,-1.10713293974029
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","14",205.310795989943,-1.26018817643991
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","15",198.514046521603,-1.3952767272303
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","16",193.063169381369,-1.50700069024605
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","17",188.519081450013,-1.60257658911909
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","18",184.868236231857,-1.68104900037909
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","19",182.214058313689,-1.7390777832427
"S1","青豆","di","ct",NA,"HH_LH","HMML","RFLL",2,"25","S1_25_ct","HH","LH",NA,"yinping","yangqu",NA,"L","20",185.584365813838,-1.66553482114722
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","1",320.379351456382,0.525397249012903
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","2",397.835297392001,1.39428174227578
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","3",426.200186630644,1.67064232084905
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","4",440.212477667535,1.80044735183596
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","5",445.038841012049,1.84420228589466
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","6",444.447983420732,1.83887123703148
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","7",440.497002261719,1.80304007683793
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","8",427.56738311095,1.68349403175809
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","9",395.342810176128,1.36906244684178
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",1,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","10",338.037369578609,0.740682640332861
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","11",251.434830614292,-0.446973821770081
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","12",223.230710046992,-0.924399802639278
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","13",210.396714996146,-1.16199698332178
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","14",202.953754680141,-1.30652216065165
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","15",199.629754409324,-1.37278716607009
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","16",198.83854769587,-1.38872267926264
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","17",199.582673218569,-1.37373364878434
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","18",200.603505953785,-1.35326153232297
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","19",200.336507376929,-1.35860593175661
"S1","新车","di","ct",NA,"HL_HH","HMML","RFLL",2,"45","S1_45_ct","HL","HH",NA,"yinping","yinping",NA,"M","20",205.54854776831,-1.25554409364757
